,title,affiliations
1065,C²RBench: A Chinese Complex Reasoning Benchmark for Large Language Models,['Tianjin University']
1066,Unlocking LLMs’ Self-Improvement Capacity with Autonomous Learning for Domain Adaptation,"['ByteDance Inc.', 'University of Minnesota - Twin Cities', 'Shenzhen Research Institute of Big Data', 'The Chinese University of Hong Kong, Shenzhen']"
1067,How Personality Traits Shape LLM Risk-Taking Behaviour,"['NatWest Bank', 'Imperial College London', 'Data Science & Innovation, NatWest Group', 'University College London, University of London', 'University College London, University of London']"
1068,Word-Level Detection of Code-Mixed Hate Speech with Multilingual Domain Transfer,['Universität Vienna']
1069,Evaluation of Attribution Bias in Generator-Aware Retrieval-Augmented Large Language Models,"['University of Strathclyde', 'eBay Inc.', 'Universiteit Leiden']"
1070,Implicit Cross-Lingual Rewarding for Efficient Multilingual Preference Alignment,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'University of Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences']"
1071,Diagnosing Failures in Large Language Models’ Answers: Integrating Error Attribution into Evaluation Framework,"['University of the Chinese Academy of Sciences', 'Guangdong University of Foreign Studies']"
1072,Encode Errors: Representational Retrieval of In-Context Demonstrations for Multilingual Grammatical Error Correction,"['Peking University', 'Peking University']"
1073,Preference Curriculum: LLMs Should Always Be Pretrained on Their Preferred Data,"['University of the Chinese Academy of Sciences', 'Meituan', 'Meituan', 'Meituan', 'Meituan']"
1074,Can Input Attributions Explain Inductive Reasoning in In-Context Learning?,"['Mohamed bin Zayed University of Artificial Intelligence', 'Tohoku University', 'Tohoku University']"
1075,Modal Dependency Parsing via Biaffine Attention with Self-Loop,"['Brandeis University', 'Brandeis University']"
1076,Beyond Profile: From Surface-Level Facts to Deep Persona Simulation in LLMs,"['Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'University of Electronic Science and Technology of China', 'College of Computing, Georgia Institute of Technology', 'Mohamed bin Zayed University of Artificial Intelligence']"
1077,Measuring What Makes You Unique: Difference-Aware User Modeling for Enhancing LLM Personalization,"['national university of singaore, National University of Singapore', 'The Chinese University of Hong Kong', 'National University of Singapore', 'University of Science and Technology of China', 'The Chinese University of Hong Kong', 'University of Science and Technology of China', 'National University of Singapore']"
1078,VideoRAG: Retrieval-Augmented Generation over Video Corpus,"['Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science and Technology and AITRICS']"
1079,Synergistic Augmentation: Enhancing Cross-Domain Zero-Shot Slot Filling with Small Model-Assisted Large Language Models,"['South China Agricultural University', 'South China Agricultural University']"
1080,A Classifier of Word-Level Variants in Witnesses of Biblical Hebrew Manuscripts,"['Université de Lorraine', 'Université de Lorraine']"
1081,NOVA: An Iterative Planning Framework for Enhancing Scientific Innovation with Large Language Models,"['Westlake University', 'Southeast University', 'Zhejiang University', 'Westlake University', 'University of Electronic Science and Technology of China', 'Westlake University']"
1082,Query-Driven Multimodal GraphRAG: Dynamic Local Knowledge Graph Construction for Online Reasoning,"['Hefei University of Technology', 'Hefei University', 'College of William and Mary', 'Hefei University of Technology']"
1083,A Survey of Uncertainty Estimation Methods on Large Language Models,"['Rutgers University', 'Rutgers University, New Brunswick', 'Rutgers University', 'Rutgers University']"
1084,Beyond Single-Value Metrics: Evaluating and Enhancing LLM Unlearning with Cognitive Diagnosis,"['University of Notre Dame', 'University of Notre Dame', 'University of Notre Dame']"
1085,Natural Language Processing in Support of Evidence-based Medicine: A Scoping Review,"['University of Melbourne', 'Weill Cornell Medicine, Cornell University', 'University of Melbourne', 'Columbia University', 'Columbia University', 'Weill Cornell Medicine, Cornell University']"
1086,How do Transformer Embeddings Represent Compositions? A Functional Analysis,['A*STAR']
1087,Entriever: Energy-based Retriever for Knowledge-Grounded Dialog Systems,"['Tsinghua University', 'Tsinghua University and China Mobile Research Institute', 'Tsinghua University']"
1088,MONTROSE: LLM-driven Monte Carlo Tree Search Self-Refinement for Cross-Domain Rumor Detection,"['National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'Suqian University', 'National University of Defense Technology', 'National University of Defense Technology']"
1089,PEToolLLM: Towards Personalized Tool Learning in Large Language Models,"['Hong Kong Polytechnic University', 'Hong Kong Polytechnic University', 'Hong Kong Polytechnic University', 'Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences', 'The Hong Kong Polytechnic University, The Hong Kong Polytechnic University']"
1090,A Comprehensive Graph Framework for Question Answering with Mode-Seeking Preference Alignment,"['Hong Kong Polytechnic University', 'Soochow University', 'Nanyang Technological University', 'Soochow University, China']"
1091,A MISMATCHED Benchmark for Scientific Natural Language Inference,"['University of Illinois at Chicago', 'Accenture', 'Kansas State University', 'University of Illinois at Chicago']"
1092,TagRouter: Learning Route to LLMs through Tags for Open-Domain Text Generation Tasks,"['Baidu', 'Tsinghua University', 'Baidu', 'Baidu']"
1093,The Reasoning-Memorization Interplay in Language Models Is Mediated by a Single Direction,"['McGill University', 'Meta', 'Department of Computer Science, University of Toronto']"
1094,MPBench: A Comprehensive Multimodal Reasoning Benchmark for Process Errors Identification,"['Harbin Institute of Technology', 'National University of Singapore', 'NUS', 'Shenzhen Technology University', 'Harbin Institute of Technology', 'Shanghai AI Laboratory']"
1095,CRAB: Cross-environment Agent Benchmark for Multimodal Language Model Agents,"['King Abdullah University of Science and Technology', 'King Abdullah University of Science and Technology', 'Kumo.AI', 'University of Hong Kong', 'Stanford University', 'Tsinghua University, Tsinghua University', 'University of Oxford', 'King Abdullah University of Science and Technology', 'University of Oxford']"
1096,Towards A “Novel” Benchmark: Evaluating Literary Fiction with Large Language Models,['Peking University']
1097,A Reinforcement Learning Framework for Cross-Lingual Stance Detection Using Chain-of-Thought Alignment,"['Tianjin University', 'Tianjin University, China', 'Tianjin University']"
1098,CARE-STaR: Constraint-aware Self-taught Reasoner,"['Institute for Advanced Algorithms Research,Shanghai', 'Institute for Advanced Algorithms Research', 'Institute for Advanced Algorithms Research, Shanghai']"
1099,Is It JUST Semantics? A Case Study of Discourse Particle Understanding in LLMs,"['University of Texas at Austin', 'Toyota Technological Institute at Chicago', 'Allen Institute for Artificial Intelligence and Department of Computer Science', 'The University of Texas at Austin', 'University of Texas at Austin']"
1100,War of Thoughts: Competition Stimulates Stronger Reasoning in Large Language Models,"['Tianjin University', 'Tianjin Unibersity, China', 'Tianjin University']"
1101,Does Rationale Quality Matter? Enhancing Mental Disorder Detection via Selective Reasoning Distillation,"['Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science and Technology', 'Korea Advanced Institute of Science and Technology']"
1102,Rethinking Table Instruction Tuning,['University of Michigan']
1103,CliniDial: A Naturally Occurring Multimodal Dialogue Dataset for Team Reflection in Action During Clinical Operation,"['University of Michigan - Dearborn', 'University of Michigan', 'University of Michigan - Ann Arbor', 'University of Michigan']"
1104,Chumor 2.0: Towards Better Benchmarking Chinese Humor Understanding from (Ruo Zhi Ba),"['Shanghai Jiaotong University', 'University of Michigan']"
1105,Explicit Bayesian Inference to Uncover the Latent Themes of Large Language Models,"['University of British Columbia', 'University of British Columbia', ', University of British Columbia']"
1106,Improving Occupational ISCO Classification of Multilingual Swiss Job Postings with LLM-Refined Training Data,"['University of Zurich', 'University of Zurich']"
1107,Brevity is the soul of sustainability: Characterizing LLM response lengths,"['Indian Institute of Technology Kharagpur,', 'Indian Institute of Technology Kharagpur']"
1108,Adversarial Preference Learning for Robust LLM Alignment,"['Shanghai Artificial Intelligence Laboratory', 'Samsung', 'Shanghai Artificial Intelligence Laboratory', 'RIKEN and University of Auckland', 'Shanghai AI Laboratory', 'Institute for Advanced Algorithms Research,Shanghai', 'Institute for Advanced Algorithms Research, Shanghai']"
1109,gMBA: Expression Semantic Guided Mixed Boolean-Arithmetic Deobfuscation Using Transformer Architectures,['Chungnam National University']
1110,READoc: A Unified Benchmark for Realistic Document Structured Extraction,"['Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, Chinese Academy of Sciences', 'Institute of Software, CAS', 'Ricoh Software Research Center Beijing Co., Ltd.', 'Institute of Software, Chinese Academy of Sciences']"
1111,TicTac: Time-aware Supervised Fine-tuning for Automatic Text Dating,['Guangdong University of Foreign Studies']
1112,Dolphin: Document Image Parsing via Heterogeneous Anchor Prompting,"['ByteDance Inc.', 'ByteDance Inc.', 'ByteDance Inc.', 'ByteDance Inc.', 'Tencent Hunyuan Team', 'Bytedance Inc.', 'Bytedance', 'Bytedance', 'Bytedance']"
1113,FanChuan: A Multilingual and Graph-Structured Benchmark For Parody Detection and Analysis,"['Nanyang Technological University', 'Nanyang Technological University', 'Tencent AI Lab', 'Nanyang Technological University']"
1114,P-CoT: A Pedagogically-motivated Participatory Chain-of-Thought Prompting for Phonological Reasoning in LLMs,"['Seoul National University', 'Seoul National University']"
1115,DynaCode: A Dynamic Complexity-Aware Code Benchmark for Evaluating Large Language Models in Code Generation,"['University of Electronic Science and Technology of China', 'Drexel University', 'Drexel University', 'Drexel University']"
1116,Small Encoders Can Rival Large Decoders in Detecting Groundedness,"['Mila - Quebec AI Institute', 'Universidad Politécnica de Madrid', 'Ailylabs', 'Aily Labs', 'École Polytechnique de Montréal']"
1117,KITAB-Bench: A Comprehensive Multi-Domain Benchmark for Arabic OCR and Document Understanding,"['Parameter Lab', 'Mohamed bin Zayed University of Artificial Intelligence', 'Monta AI', 'Monta AI', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence and Linköping University', 'Mohamed bin Zayed University of Artificial Intelligence and Australian National University']"
1118,Robustness and Confounders in the Demographic Alignment of LLMs with Human Perceptions of Offensiveness,"['Sapienza University of Rome and Sapienza University of Rome', 'Universität Mannheim', 'University of Washington']"
1119,AL-QASIDA: Analyzing LLM Quality and Accuracy Systematically in Dialectal Arabic,"['Department of Computer Science, Whiting School of Engineering', 'Cohere and Cohere', 'Facebook']"
1120,Is Large Language Model Performance on Reasoning Tasks Impacted by Different Ways Questions Are Asked?,"['Iowa State University', 'Iowa State University']"
1121,MutantPrompt: Prompt Optimization via Mutation Under a Budget on Modest-sized LMs,"['Indian Institute of Technology Kharagpur', 'Indian Institute of Technology Kharagpur,', 'Indian Institute of Technology Bombay']"
1122,Heuristic-based Search Algorithm in Automatic Instruction-focused Prompt Optimization: A Survey,"['Intuit', 'Intuit AI Research', 'Vanderbilt University', 'Austin Peay State University', 'Intuit', 'Vanderbilt University']"
1123,CONSENSAGENT: Towards Efficient and Effective Consensus in Multi-Agent LLM Interactions Through Sycophancy Mitigation,"['Virginia Tech', 'Virginia Polytechnic Institute and State University']"
1124,The Structural Safety Generalization Problem,"['Georgia Institute of Technology', 'Independent', 'Independent', 'McGill University and Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal']"
1125,"DPO Kernels: A Semantically-Aware, Kernel-Enhanced, and Divergence-Rich Paradigm for Direct Preference Optimization","['University of of South Carolina', 'University of South Carolina', 'Facebook', 'Facebook', 'Amazon', 'Amazon Web Services']"
1126,Model-Dependent Moderation: Inconsistencies in Hate Speech Detection Across LLM-based Systems,"['University of Pennsylvania, University of Pennsylvania']"
1127,Label-semantics Aware Generative Approach for Domain-Agnostic Multilabel Classification,"['Indian Institute of Technology Kharagpur', 'IIT Kharagpur', 'Indian Institute of Technology Kharagpur,']"
1128,Unsupervised Morphological Tree Tokenizer,"['New York University', 'Alibaba Group', 'Ant Research', 'ShanghaiTech University']"
1129,CausalLink: An Interactive Evaluation Framework for Causal Reasoning,['Dalhousie University']
1130,Toward Global AI Inclusivity: A Large-Scale Multilingual Terminology Dataset (GIST),"['Carnegie Mellon University Qatar', 'Carnegie Mellon University', 'Department of Computer Science, University of Toronto', 'Carnegie Mellon University']"
1131,A Joint Optimization Framework for Enhancing Efficiency of Tool Utilization in LLM Agents,['Bloomberg']
1132,When Claims Evolve: Evaluating and Enhancing the Robustness of Embedding Models Against Misinformation Edits,"['University of Oxford', 'Oxford Internet Institute, University of Oxford', 'Meedan', 'Meedan, University of Oxford and Alan Turing Institute']"
1133,Splintering Nonconcatenative Languages for Better Tokenization,"['Ben Gurion University of the Negev', 'Bar-Ilan University', 'Ben-Gurion University of the Negev']"
1134,Aria-UI: Visual Grounding for GUI Instructions,"['SalesForce.com', 'SalesForce.com', 'Salesforce Research', 'Microsoft', 'University of Hong Kong', 'Salesforce Research']"
1135,Revealing Hidden Mechanisms of Cross-Country Content Moderation with Natural Language Processing,"['Singapore Management University', 'University of Trieste and Area Science Park', 'University of Michigan Ann Arbor', 'Department of Computer Science, University of Toronto', 'University of Michigan']"
1136,Unilogit: Robust Machine Unlearning for LLMs Using Uniform-Target Self-Distillation,"['eBay Inc.', 'eBay Inc.', 'eBay Research', 'University of Amsterdam, University of Amsterdam']"
1137,Creating a Lens of Chinese Culture: A Multimodal Dataset for Chinese Pun Rebus Art Understanding,"['University of Southern California', 'The Ohio State University', 'University of Southern California', 'University of Southern California']"
1138,FastDraft: How to Train Your Draft,"['Intel', 'Intel']"
1139,SignMusketeers: An Efficient Multi-Stream Approach for Sign Language Translation at Scale,"['Toyota Technological Institute at Chicago', 'Toyota Technological Institute at Chicago and University of Chicago', 'Toyota Technological Institute at Chicago']"
1140,GUI Agents: A Survey,"['University of Maryland, College Park', 'University of Oregon and Vanderbilt University', 'Adobe Research', 'Meta AI', 'Adobe Systems', 'University of Rochester', 'University of California, San Diego', 'University of California, San Diego', 'Adobe Systems', 'Dolby Labs.', 'Adobe Systems', 'University of California, San Diego', 'Adobe Systems', 'Adobe Systems', 'Adobe Research', 'Adobe Research', 'Intel AI Research', 'Adobe Systems', 'Adobe Research', 'University of New South Wales and CSIRO’s Data61', 'Adobe Research', 'Adobe Research', 'University of Oregon', 'Adobe Research', 'University of Maryland, College Park', 'Adobe Research']"
1141,MEDEC: A Benchmark for Medical Error Detection and Correction in Clinical Notes,"['Microsoft, USA', 'University of Washington', 'University of Washington, Seattle', 'Microsoft']"
1142,Understanding the Influence of Synthetic Data for Text Embedders,"['Carnegie Mellon University', 'ServiceNow Inc, Mila, McGill University and Mila, McGill University', 'Carnegie Mellon University', 'McGill University and Mila - Quebec Artificial Intelligence Institute']"
1143,Dynamic Knowledge Integration for Evidence-Driven Counter-Argument Generation with Large Language Models,['University of the Basque Country']
1144,"Tell, Don’t Show: Leveraging Language Models’ Abstractive Retellings to Model Literary Themes","['University of California Berkeley', 'Stanford University', 'Stanford University', 'University of California Berkeley']"
1145,BottleHumor: Self-Informed Humor Explanation using the Information Bottleneck Principle,['University of British Columbia']
1146,Financial Language Model Evaluation (FLaME),"['Georgia Tech Research Institute and Georgia Institute of Technology', 'Georgia Institute of Technology', 'Georgia Institute of Technology']"
1147,CausalRAG: Integrating Causal Graphs into Retrieval-Augmented Generation,"['Case Western Reserve University', 'Case Western Reserve University', 'Case Western Reserve University', 'Case Western Reserve University']"
1148,Towards Safety Reasoning in LLMs: AI-agentic Deliberation for Policy-embedded CoT Data Creation,"['Amazon and Arizona State University', 'Amazon', 'Amazon', 'Amazon', 'Department of Computer Science, Columbia University and Department of Computer Science, University of Toronto', 'University of California, Los Angeles and Amazon', 'Information Sciences Institute, University of Southern California, University of Southern California, University of Southern California and Amazon Alexa', 'Amazon']"
1149,Explain then Rank: Scale Calibration of Neural Rankers Using Natural Language Explanations from LLMs,"['Snowflake', 'Dataminr', 'Dataminr Inc.', 'Dataminr']"
1150,"Beyond instruction-conditioning, MoTE: Mixture of Task Experts for Multi-task Embedding Models","['University of Minnesota - Twin Cities and Amazon', 'NVIDIA', 'Oracle', 'Amazon', 'University of Minnesota, Minneapolis']"
1151,Metagent-P: A Neuro-Symbolic Planning Agent with Metacognition for Open Worlds,"['Academy of Military Sciences', 'Universität Hamburg', 'National University of Defense Technology', 'Academy of Military Sciences']"
1152,Q-STRUM Debate: Query-Driven Contrastive Summarization for Recommendation Comparison,"['Department of Mechanical and Industrial Engineering, University of Toronto and Department of Computer Science']"
1153,Inductive Linguistic Reasoning with Large Language Models,['IBM Research AI']
1154,Evaluating LLMs’ Mathematical and Coding Competency through Ontology-guided Interventions,"['Singapore University of Technology and Design', 'Google DeepMind', 'Indian Institute of Technology Kharagpur', 'University of Michigan']"
1155,Exploiting Phonetics and Glyph Representation at Radical-level for Classical Chinese Understanding,"['Wuhan Vocational College of Software and Engineering, Wuhan', 'Wuhan Unviersity of Science and Technology']"
1156,"Tokens for Learning, Tokens for Unlearning: Mitigating Membership Inference Attacks in Large Language Models via Dual-Purpose Training","['Emory University', 'Emory University', 'Emory University']"
1157,Verify with Caution: The Pitfalls of Relying on Imperfect Factuality Metrics,"['University of Southern California', 'University of Southern California']"
1158,TabXEval: Why this is a Bad Table? An eXhaustive Rubric for Table Evaluation,"['Arizona State University', 'International Institute of Information Technology Hyderabad, India', 'Arizona State University']"
1159,LADDER: Language-Driven Slice Discovery and Error Rectification in Vision Classifiers,"['Boston University', 'Boston University, Boston University', 'Boston University', 'Boston University', 'University of Pittsburgh', 'Boston University, Boston University']"
1160,GSQ-Tuning: Group-Shared Exponents Integer in Fully Quantized Training for LLMs On-Device Fine-tuning,"['Baidu', 'ByteDance Inc.', 'University of Virginia, Houmo AI and National University of Singapore', 'University of Central Florida', 'Houmo']"
1161,Evaluation of LLMs in Medical Text Summarization: The Role of Vocabulary Adaptation in High OOV Settings,"['Indian Institute of Technology Kharagpur', 'Indian Institute of Technology Kharagpur', 'Indian Institute of Technology Kharagpur,']"
1162,"UniT: One Document, Many Revisions, Too Many Edit Intention Taxonomies","['Temple University', 'Temple University', 'Temple University']"
1163,Predicting Depression in Screening Interviews from Interactive Multi-Theme Collaboration,"['Xidian University', 'Harbin Institute of Technology']"
1164,Your Language Model May Think Too Rigidly: Achieving Reasoning Consistency with Symmetry-Enhanced Training,"['Carnegie Mellon University', 'Allegheny Health Network', 'Salesforce AI Research', 'Carnegie Mellon University']"
1165,TritonBench: Benchmarking Large Language Model Capabilities for Generating Triton Operators,"['Tsinghua University', 'Tsinghua University', 'Qiyuan Lab', 'Tianjin University', 'Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tsinghua University']"
1166,Just KIDDIN’ : Knowledge Infusion and Distillation for Detection of INdecent Memes,"['Georgia State University', 'International Institute of Information Technology Hyderabad']"
1167,Dynamic Personality in LLM Agents: A Framework for Evolutionary Modeling and Behavioral Analysis in the Prisoner’s Dilemma,"['Tianjin University', 'Tianjin University', 'Tianjin University']"
1168,On the Robust Approximation of ASR Metrics,"['School of Computer Science, Carnegie Mellon University', 'School of Computer Science, Carnegie Mellon University', 'Carnegie Mellon University']"
1169,Are the Values of LLMs Structurally Aligned with Humans? A Causal Perspective,"['National Key Laboratory of General Artificial Intelligence', 'Beijing Institute for General Artificial Intelligence', 'State Key Laboratory of General Artificial Intelligence, BIGAI', 'Shanghai Jiaotong University and Beijing Institute for General Artificial Intelligence', 'Beijing Institute of General Artificial Intelligence', 'National Key Laboratory of General Artificial Intelligence and Beijing Institute for General Artificial Intelligence', 'Beijing Normal University', 'Beijing Institute for General Artificial Intelligence']"
1170,LLMs Can Also Do Well! Breaking Barriers in Semantic Role Labeling via Large Language Models,"['Harbin Institute of Technology', 'Harbin Institute of Technology', 'Harbin Institute of Technology (Shenzhen), China', 'Harbin Institute of Technology', 'Harbin Institute of Technology, Shenzhen']"
1171,"Lost in Transcription, Found in Distribution Shift: Demystifying Hallucination in Speech Foundation Models","['School of Computer Science, Carnegie Mellon University', 'School of Computer Science, Carnegie Mellon University', 'Mohamed bin Zayed University of Artificial Intelligence', 'Carnegie Mellon University']"
1172,M2PA: A Multi-Memory Planning Agent for Open Worlds Inspired by Cognitive Theory,"['Academy of Military Sciences', 'Universität Hamburg', 'National University of Defense Technology', 'Academy of Military Sciences']"
1173,AnnaAgent: Dynamic Evolution Agent System with Multi-Session Memory for Realistic Seeker Simulation,"['Northeastern University', 'Northeastern University', 'Northeastern University', 'Northeastern University', 'Northeastern University, China', 'Central University of Finance and Economics', 'Northeastern University']"
1174,Diversification Catalyzes Language Models’ Instruction Generalization To Unseen Semantics,['Facebook']
1175,DecompileBench: A Comprehensive Benchmark for Evaluating Decompilers in Real-World Scenarios,"['Tsinghua University, Tsinghua University', 'Institute of Information Engineering.CAS', 'Tsinghua University']"
1176,Thinking Before Running! Efficient Code Generation with Thorough Exploration and Optimal Refinement,"['Renmin University of China', 'Moonshot AI', 'Mohamed bin Zayed University of Artificial Intelligence', 'Renmin University of China']"
1177,"Edit Once, Update Everywhere: A Simple Framework for Cross-Lingual Knowledge Synchronization in LLMs","['Shanghai Jiao Tong University', 'Sun Yat-Sen University', 'Nanyang Technological University']"
1178,SafeChain: Safety of Language Models with Long Chain-of-Thought Reasoning Capabilities,"['University of Washington', 'University of Washington', 'University of Georgia', 'University of Illinois, Urbana Champaign', 'xAI and University of Washington', 'University of Washington, Seattle']"
1179,ETRQA: A Comprehensive Benchmark for Evaluating Event Temporal Reasoning Abilities of Large Language Models,['Northeastern University']
1180,"The Law of Knowledge Overshadowing: Towards Understanding, Predicting and Preventing LLM Hallucination","['University of Illinois at Urbana-Champaign', 'Amazon', 'University of Illinois at Urbana-Champaign', 'Amazon', 'Hong Kong University of Science and Technology', 'University of Illinois, Urbana Champaign', 'Northwestern University', 'University of Illinois, Urbana-Champaign']"
1181,LegoMT2: Selective Asynchronous Sharded Data Parallel Training for Massive Neural Machine Translation,"['Shanghai AI Laboratory', 'School of Computer Science, Carnegie Mellon University']"
1182,Pruning General Large Language Models into Customized Expert Models,"['National University of Singapore', 'National University of Singapore', 'Shanda Group and Alibaba Group', 'Singapore University of Technology and Design']"
1183,Enhance Multimodal Consistency and Coherence for Text-Image Plan Generation,"['Pennsylvania State University', 'Pennsylvania State University']"
1184,Un-considering Contextual Information: Assessing LLMs’ Understanding of Indexical Elements,['University of Southern California']
1185,Behavioral Analysis of Information Salience in Large Language Models,"['Universität Mannheim and Phillips-Universität Marburg', 'University of Texas at Austin', 'Phillips-Universität Marburg and University of Twente']"
1186,The Behavior Gap: Evaluating Zero-shot LLM Agents in Complex Task-Oriented Dialogs,"['Intuit', 'Intuit', 'Intuit']"
1187,Task Facet Learning: A Structured Approach To Prompt Optimization,"['Microsoft', 'Microsoft Research and Microsoft', 'Microsoft Research']"
1188,LLM as Effective Streaming Processor: Bridging Streaming-Batch Mismatches with Group Position Encoding,"['Shanghai Jiaotong University', 'Eastern Institute of Technology, Ningbo', 'Meituan', 'Amazon']"
1189,YinYang-Align: A new Benchmark for Competing Objectives and Introducing Multi-Objective Preference based Text-to-Image Alignment,"['University of of South Carolina', 'University of South Carolina', 'Facebook', 'Facebook', 'Amazon Web Services', 'University of South Carolina']"
1190,FREE: Fast and Robust Vision Language Models with Early Exits,['Indian Institute of Technology Bombay']
1191,REPRO-Bench: Can Agentic AI Systems Assess the Reproducibility of Social Science Research?,"['University of Illinois at Urbana-Champaign', 'University of Chicago']"
1192,Time Travel: A Comprehensive Benchmark to Evaluate LMMs on Historical and Cultural Artifacts,"['Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence and Linköping University', 'MBZUAI', 'Mohamed bin Zayed University of Artificial Intelligence and Australian National University', 'Mohamed bin Zayed University of Artificial Intelligence']"
1193,Improving MLLM’s Document Image Machine Translation via Synchronously Self-reviewing Its OCR Proficiency,"['University of Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of Automation, Chinese Academy of Sciences']"
1194,HG-InsightLog: Context Prioritization and Reduction for Question Answering with Non-Natural Language Construct Log Data,"['Fujitsu Research and Development Center Co. Ltm.', 'Fujitsu Research and Development Center Co. Ltm.', 'Fujitsu Research and Development Center Co. Ltm.', 'Fujitsu Research and Development Center Co. Ltm.']"
1195,Dialect Normalization using Large Language Models and Morphological Rules,"['University of Athens', 'Athens University of Economics and Business', 'Athena Research Center and George Mason University']"
1196,USDC: A Dataset of  ̲User  ̲Stance and  ̲Dogmatism in Long  ̲Conversations,"['IIIT Hyderabad', 'INRIA', 'International Institute of Information Technology Hyderabad', 'Microsoft', 'Rheinische Friedrich-Wilhelms Universität Bonn']"
1197,Learning to Insert [PAUSE] Tokens for Better Reasoning,"['Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science & Technology', 'KAIST']"
1198,Understand the Implication: Learning to Think for Pragmatic Understanding,"['Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'University of Texas at Austin and Apple', 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology']"
1199,WASA: WAtermark-based Source Attribution for Large Language Model-Generated Data,"['National University of Singapore, National University of Singapore', 'The Chinese University of Hong Kong, Shenzhen', 'Centre for Frontier AI Research, A*STAR and Institute for Infocomm Research, A*STAR', 'National University of Singapore', 'National University of Singapore']"
1200,Dense Retrieval with Quantity Comparison Intent,"['Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'Flipkart Group', 'Flipkart', 'Flipkart Group', 'Indian Institute of Technology Bombay']"
1201,Reflection on Knowledge Graph for Large Language Models Reasoning,"['Harbin Institute of Technology', 'Harbin Institute of Technology', 'Harbin Institute of Technology', 'Huazhong University of Science and Technology', 'Harbin Institute of Technology (Shenzhen), China', 'Beijing Academy of Artificial Intelligence', 'Harbin Institute of Technology, Shenzhen']"
1202,DIESEL: A Lightweight Inference-Time Safety Enhancement for Language Models,"['Ben Gurion University of the Negev', 'Fujitsu Research and Development Center Co. Ltm.', 'Fujitsu Research of Europe Limited', 'Fujitsu Research and Development Center Co. Ltm.', 'Ben Gurion University of the Negev, Technion', 'Ben-Gurion University of the Negev']"
1203,Toward Structured Knowledge Reasoning: Contrastive Retrieval-Augmented Generation on Experience,"['Tencent', 'Tencent', 'Tencent', 'Tencent', 'Tencent', 'Tencent']"
1204,Structured Pruning for Diverse Best-of-N Reasoning Optimization,"['Vinai Research', 'The Chinese University of Hong Kong']"
1205,PodAgent: A Comprehensive Framework for Podcast Generation,"['The Chinese University of Hong Kong, The Chinese University of Hong Kong', 'Microsoft', 'The Chinese University of Hong Kong']"
1206,STORM-BORN: A Challenging Mathematical Derivations Dataset Curated via a Human-in-the-Loop Multi-Agent Framework,"['Renmin University of China', 'Beijing University of Posts and Telecommunications', 'Beijing University of Posts and Telecommunications', 'Nanjing University']"
1207,iMOVE : Instance-Motion-Aware Video Understanding,"['Zhejiang University', 'Kuaishou- 快手科技', 'Kuaishou- 快手科技', 'Kuaishou- 快手科技', 'Kuaishou- 快手科技', 'Kuaishou Technology']"
1208,SceneGram: Conceptualizing and Describing Tangrams in Scene Context,"['Universität Bielefeld', 'Bielefeld University']"
1209,Relevant or Random: Can LLMs Truly Perform Analogical Reasoning?,"['Nanyang Technological University', 'Institute of High Performance Computing, Singapore, A*STAR', 'Nanyang Technological University and SalesForce.com']"
1210,MERIT: Multi-Agent Collaboration for Unsupervised Time Series Representation Learning,['Nanjing University of Finance and Economics']
1211,"JsonTuning: Towards Generalizable, Robust, and Controllable Instruction Tuning","['Alibaba Group', 'Singapore University of Technology and Design', 'The Chinese University of Hong Kong']"
